objectid,site_name,site_categ,site_type,shape_stat,common_nam,sci_name,taxon_leve,class_name,establish,establish1,data_origi,local_id,reference,origin,origin_met,originator,last_visit,last_vis_1,last_vis_2,next_visit,last_vis_3,last_vis_4,last_vis_5,assoc_visi,assoc_site,assoc_obs,assoc_surv,field_loca,source_geo,comments,gis_acres,gis_miles,fs_unit_id,fs_unit_na,data_sourc,last_updat,site_cn,spatial_id,exempt_fro,shape_area,shape_len,canopy_cover,focal_mean,lf_sclass,EVT_GP_N,elevation,slope,aspect,TRI,TPI,geom
401715,Wolf Den SSHA Nest A,Biological,Nest,CURRENT,Sharp-shinned Hawk,Accipiter striatus,Species,Birds,2022-07-13,Day,Forest Service,SJ-SSHA-D10A,NA,Natural,Direct,"ROBINSON, BENJAMIN (Experienced)",2022-07-13,2022-07-13,Day,NA,Active,Usable,Dependent or Nestling Period,1,0,1,0,0,Point,Nest is just above head-high in middle of mature oak patch,0.078,0.039,0213,San Juan National Forest,00,2022-07-29,1FAB4029-6307-456D-80EB-3740D65BA4DD,1FAB4029-6307-456D-80EB-3740D65BA4DD,NA,3.21247788675e-8,6.50030771448e-4,34,36.7599983215332,D,"Ponderosa Pine Forest, Woodland and Savanna",2409,3.276564359664917,25.559965133666992,10,0.25,"c(-1104059.02127104, 1721442.50674418)"
401717,Cottonwood Gulch COHA Nest A,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2022-07-20,Day,Forest Service,SJ-COHA-D34A,NA,Natural,Direct,"ROBINSON, BENJAMIN (Experienced)",2022-07-20,2022-07-20,Day,NA,Active,Usable,Dependent or Nestling Period,1,0,1,0,0,Point,Nest is high in PIPO,0.078,0.039,0213,San Juan National Forest,03,2022-07-29,1FC0D7F7-9AF8-4182-A28A-250A4943792F,1FC0D7F7-9AF8-4182-A28A-250A4943792F,NA,3.2108333788e-8,6.49811455072e-4,48,38.36000061035156,E,"Ponderosa Pine Forest, Woodland and Savanna",2544,1.9189354181289673,58.70696258544922,5.75,1.75,"c(-1103356.4342525, 1716994.67610149)"
401424,Raptor Nest,Biological,Nest,CURRENT,Sharp-shinned Hawk,Accipiter striatus,Species,Birds,2021-08-16,Exact,Forest Service,SHHA - R02F03D06T39f - Juan's Spring Creek Headwaters,USC Marble,Natural,Direct,"WATSON, EVAN (Experienced)",2021-08-16,2021-08-16,Exact,NA,Active,Usable,Reproducing,1,0,1,0,0,Point,"Juanita Short, a heritage technician, reported hearing and seeing a sharp-shinned hawk displaying defensive behavior while starting a heritage survey.  The nest was located a few days later after a search of the area where the birds' defensive behavior w",0.078,0.039,0203,Black Hills National Forest,03,2022-10-04,3de23fc5-c52b-49cc-90f4-a0d1e6f3c4dd,3de23fc5-c52b-49cc-90f4-a0d1e6f3c4dd,NA,3.51461428895e-8,6.89823413368e-4,57,39.400001525878906,D,"Ponderosa Pine Forest, Woodland and Savanna",2045,2.2184691429138184,89.16968536376953,10.625,-8.125,"c(-622824.39729351, 2348231.18073847)"
401592,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2014-08-04,Exact,Forest Service,COHA - R02F03D06T20b - Hidden Valley 2,Hidden Valley,Natural,Direct,"WATSON, EVAN (Experienced), WILDLIFE, CREW (Limited Experience)",2024-06-27,2024-06-27,Exact,NA,Inactive,Usable,Reproducing,8,0,2,0,10,Point,"No species were observed but based on location of nest in tree and size, assume it is COHA.",0.078,0.039,0203,Black Hills National Forest,00,2024-10-25,bb4fbfe6-24b7-40a0-bc9b-e24dd64f9f82,bb4fbfe6-24b7-40a0-bc9b-e24dd64f9f82,NA,3.5165473172e-8,6.90074195317e-4,73,62.040000915527344,D,"Ponderosa Pine Forest, Woodland and Savanna",1392,7.012238025665283,5.762632846832275,23.375,14.625,"c(-587468.373465166, 2349122.81125515)"
401112,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2021-08-03,Exact,Forest Service,COHA - R02F03D06T26g - Echo Peak 2,Teepee Gulch,Natural,Direct,"WATSON, EVAN (Experienced)",2024-06-26,2024-06-26,Exact,NA,Inactive,Usable,Reproducing,2,0,0,0,0,Point,Small stick nest with tree top that fell on top of it.,0.078,0.039,0203,Black Hills National Forest,03,2024-11-06,2ef71850-d905-435b-a477-8ee61834dc6f,2ef71850-d905-435b-a477-8ee61834dc6f,NA,3.51641222105e-8,6.90056580278e-4,46,46.68000030517578,D,"Ponderosa Pine Forest, Woodland and Savanna",1420,2.033402919769287,124.69515228271484,14.5,14.5,"c(-590258.600556513, 2349069.1727475)"
401595,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2021-07-07,Exact,Forest Service,COHA - R02F03D06T20d - Hidden Valley Ranch,Hidden Valley,Natural,Direct,"WILDLIFE, CREW (Limited Experience), ELIASON, JENNIFER (Experienced)",2024-06-27,2024-06-27,Exact,NA,Inactive,Usable,Reproducing,3,0,0,0,10,Point,"Nest in excellent condition in live mid-slope Pinpon;
Nest Height 35.3 ft
Nest Aspect 312 degrees
Tree Height 63.5 ft
Tree DBH 14.7 in
Site Slope 20%
Site Aspect 320 degrees
Overstory: 4B multi-story Pinpon with 65% canopy
Temp 83 F
Wind Avg 0.8",0.078,0.039,0203,Black Hills National Forest,00,2024-11-06,45579fb1-fa06-4954-8917-56cb7c3cbfbe,45579fb1-fa06-4954-8917-56cb7c3cbfbe,NA,3.51654907745e-8,6.9007458668e-4,69,61.279998779296875,D,"Ponderosa Pine Forest, Woodland and Savanna",1392,7.012238025665283,5.762632846832275,23.375,14.625,"c(-587504.431614538, 2349129.78019297)"
401596,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2021-08-10,Exact,Forest Service,COHA - R02F03D06T16f - Foster Gulch 6,Foster Gulch,Natural,Direct,"ELIASON, JENNIFER (Experienced)",2024-06-27,2024-06-27,Exact,NA,Inactive,Usable,Reproducing,2,0,0,0,10,Point,"Nest in fair condition in live, broken-top mid-slope Pinpon.
Tree DBH 11.6 in
Tree height 42.6 ft
Nest height 26.3 ft
Nest aspect 309 degres
Site Slope 27%
Site Aspect 45 degrees
Stand: 4B multi-story Pinpon with 55% canopy
Temp 90.3 F
Wind Avg",0.078,0.039,0203,Black Hills National Forest,00,2024-11-06,52b501a2-0975-44cb-ad7c-03117c34aebe,52b501a2-0975-44cb-ad7c-03117c34aebe,NA,3.5155137548e-8,6.89940573724e-4,39,48.20000076293945,D,"Ponderosa Pine Forest, Woodland and Savanna",1329,2.828899621963501,268.69805908203125,10.625,-6.875,"c(-589302.708543467, 2347292.75535232)"
404066,Unknown accipiter nest (Grandview),Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2022-07-28,Day,Forest Service,NA,NA,Natural,Direct,"HIVELY, JOE (Limited Experience)",2022-07-28,2022-07-28,Day,NA,Active,Usable,Semi-Dependent or Fledgling Period,1,0,0,0,0,Point,NA,0.078,0.039,0415,Caribou-Targhee National Forest,00,2022-09-01,B9AAFF8C-E85C-47CE-92C2-635D582C5157,B9AAFF8C-E85C-47CE-92C2-635D582C5157,NA,3.5093308254e-8,6.89137761233e-4,68,62.279998779296875,D,Douglas-fir Forest and Woodland,2315,9.907384872436523,314.73956298828125,28.25,9.5,"c(-1225051.3996617, 2411719.29524089)"
404690,Raptor Nest,Biological,Nest,CURRENT,Sharp-shinned Hawk,Accipiter striatus,Species,Birds,2020-08-13,Exact,Forest Service,R02F03D08T71-12a,Wagon Canyon SS,Natural,Direct,"BACHER, RACHEL (Experienced), COLLING, RYAN (Experienced)",2024-06-04,2024-06-04,Exact,NA,Inactive,Usable,Dependent or Nestling Period,3,0,1,0,0,Point,NA,0.078,0.039,0203,Black Hills National Forest,00,2024-10-17,e2164301-18f8-4027-b9ea-a5ea6b99276d,e2164301-18f8-4027-b9ea-a5ea6b99276d,NA,3.53973344015e-8,6.9307944316e-4,71,65.87999725341797,UN,"Aspen Forest, Woodland, and Parkland",1837,4.733211040496826,59.43597412109375,15,5.75,"c(-636300.749506903, 2397120.72171611)"
404106,Table Rock- Cooper's hawk,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2022-06-14,Day,Forest Service,NA,NA,Natural,Direct,"HIVELY, JOE (Limited Experience)",2022-06-14,2022-06-14,Day,NA,Active,Usable,Incubation or Gestation Period,1,4,1,0,0,Point,NA,0.078,0.039,0415,Caribou-Targhee National Forest,00,2022-08-23,56E85D72-D009-4310-83CC-F46D5C5A04CA,56E85D72-D009-4310-83CC-F46D5C5A04CA,NA,3.49876617485e-8,6.87765173362e-4,67,62.47999954223633,E,Douglas-fir Forest and Woodland,1705,7.292304992675781,66.47136688232422,27.375,-19.875,"c(-1246653.32131866, 2394543.56766599)"
400455,Cow Canyon COHA Nest B,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2020-06-02,Exact,Forest Service,SJ-COHA-D18B,NA,Natural,Direct,"ROBINSON, BENJAMIN (Experienced)",2021-06-08,2021-06-08,Day,NA,Inactive,Usable,Reproducing,2,0,0,0,0,Point,"Stick nest in PIPO, flagged orange/white. Nest was determined to be COHA due to proximity to 18A and evidence (droppings and prey remains) consistent with COHA. Size and construction of nest indicate it was built by NOGO, however.",0.078,0.039,0213,San Juan National Forest,03,2022-06-30,21409fec-cdf4-4a70-8799-84cd10f66ea0,21409fec-cdf4-4a70-8799-84cd10f66ea0,NA,3.2076134231e-8,6.49382414115e-4,54,42.47999954223633,E,"Aspen Forest, Woodland, and Parkland",2532,1.8659855127334595,268.0250549316406,6.25,2.5,"c(-1101754.21685498, 1708255.48610292)"
401062,Raptor Nest,Biological,Nest,CURRENT,Sharp-shinned Hawk,Accipiter striatus,Species,Birds,2017-10-04,Exact,Forest Service,SHHA - R02F03D06T16e - Buck Spring 1,Black Fox,Natural,Direct,"(MIGRATED), FS CONTRACTOR (Experienced)",2024-09-03,2024-09-03,Exact,NA,Inactive,Usable,Reproducing,2,0,0,0,10,Point,Survey polygon BKF06-17M104A. Unknown raptor nest- spruce stand around the nest and orientation in the tree suggest the nest associated with Sharp-shinned hawk.,0.078,0.039,0203,Black Hills National Forest,00,2024-11-06,b839c123-3c26-4da6-9bfb-c90d4ebb81fe,b839c123-3c26-4da6-9bfb-c90d4ebb81fe,NA,3.5294285425e-8,6.91744744484e-4,51,40.7599983215332,UN,"Ponderosa Pine Forest, Woodland and Savanna",1792,2.39910626411438,35.18069839477539,22.75,-22.75,"c(-624136.756019491, 2376634.26294228)"
401057,Raptor Nest,Biological,Nest,CURRENT,Sharp-shinned Hawk,Accipiter striatus,Species,Birds,2021-05-19,Exact,Forest Service,SHHA - R02F03D06T47c - Centennial Trail 3,Centennial Trail,Natural,Direct,"WATSON, EVAN (Experienced)",2021-05-19,2021-05-19,Exact,NA,Inactive,Usable,Reproducing,1,0,0,0,10,Point,"Nest in poor condition in live mid-slope Pinpon. Nest is 41 ft high with 152 degree aspect. Tree height is 65 ft tall with 12.1 in DBH. Site slope is 48% and aspect is 295 degrees. Site wind avg is 1.2  mph, max is 3.0 mph, temp. is 69 F, and Rh is 41%.",0.078,0.039,0203,Black Hills National Forest,03,2022-07-28,2cc9ae29-836b-46a2-9eea-117bf6002dee,2cc9ae29-836b-46a2-9eea-117bf6002dee,NA,3.51890506165e-8,6.90380211296e-4,64,58.84000015258789,E,"Ponderosa Pine Forest, Woodland and Savanna",1442,2.9118785858154297,10.81387710571289,11.5,9.5,"c(-596443.681963808, 2354354.56351788)"
401058,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2021-08-25,Exact,Forest Service,COHA - R02F03D06T25e - Horse Play 4,Horesly Gulch,Natural,Direct,"WATSON, EVAN (Experienced)",2021-08-25,2021-08-25,Exact,NA,Inactive,Usable,Reproducing,1,0,0,0,0,Point,Small stick nest out on limb ~8  feet from bole.,0.078,0.039,0203,Black Hills National Forest,03,2022-07-29,aaeb82d9-7815-4382-b23f-b4512619fffa,aaeb82d9-7815-4382-b23f-b4512619fffa,NA,3.51493494775e-8,6.8986505427e-4,53,50.47999954223633,D,"Ponderosa Pine Forest, Woodland and Savanna",1366,5.454066753387451,131.18592834472656,20.375,7.125,"c(-591449.403756406, 2346344.33036064)"
401060,Raptor Nest,Biological,Nest,CURRENT,Sharp-shinned Hawk,Accipiter striatus,Species,Birds,2020-06-15,Exact,Forest Service,SHHA - R02F03D06T54b - Sweet 2,Johnson Gulch,Natural,Direct,"WRIGHT, JOHN ALEXANDER (Limited Experience)",2020-06-15,2020-06-15,Exact,NA,Inactive,Usable,Reproducing,1,0,0,0,10,Point,"Nest in a large oak. in drainage. Canoy cover is 50%, HSS 4B two storied stand. Survey are BKF06-20HH023-A",0.078,0.039,0203,Black Hills National Forest,03,2022-07-29,ad9e6205-f924-4120-ad42-7301426a21cb,ad9e6205-f924-4120-ad42-7301426a21cb,NA,3.5181901655e-8,6.90287583107e-4,66,49.47999954223633,UN,Western Riparian Woodland and Shrubland,1470,5.1468729972839355,355.7108459472656,28.5,-25.5,"c(-592009.009822738, 2352633.85957749)"
401061,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2021-09-15,Exact,Forest Service,COHA - R02F03D06T10c - Rocky Gulch,Holy Terror,Natural,Direct,"WATSON, EVAN (Experienced)",2024-06-26,2024-06-26,Exact,NA,Inactive,Usable,Reproducing,2,0,0,0,0,Point,Adjacent to abandoned mine,0.078,0.039,0203,Black Hills National Forest,03,2024-11-06,b742e678-7ea5-456a-9829-49dab72c6eee,b742e678-7ea5-456a-9829-49dab72c6eee,NA,3.51544429935e-8,6.89931522951e-4,55,50,E,"Ponderosa Pine Forest, Woodland and Savanna",1459,4.179632663726807,226.86767578125,13.375,-10.875,"c(-594063.89485354, 2347527.35191464)"
400225,Beaver Railroad COHA Nest A,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2010-07-22,Day,Forest Service,SJ-COHA-D11A,NA,Natural,Direct,"B. WOODBRIDGE, DPLO (Experienced), M. SCHMIDT, DPLO (Experienced)",2022-06-14,2022-06-14,Day,NA,Active,Usable,Reproducing,9,0,5,0,0,Point,Separated from SJ-NOGO-D09F. Assumed that Cooper's took over nest between summer 2009 and summer 2010.,0.078,0.039,0213,San Juan National Forest,00,2022-06-30,10d0a325-3315-45e7-8448-721ae72d364c,10d0a325-3315-45e7-8448-721ae72d364c,NA,3.1999774982e-8,6.48364011632e-4,51,40.7599983215332,E,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,2316,1.6831629276275635,136.54815673828125,9.5,6.5,"c(-1090445.7751402, 1686381.68823338)"
408039,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2012-06-24,Exact,Forest Service,COHA - R02F03D06T07e - Custer 5,Custer Gap,Natural,Direct,"WATSON, EVAN (Experienced), WILDLIFE, CREW (Limited Experience)",2024-08-14,2024-08-14,Exact,NA,Non-Extant,Usable,Reproducing,6,0,1,0,10,Point,"Nest is located in dense balck-barked PIPO stand.  Nest is located in PIPO, in the fork of tree. ~1/2 way up in canopy.  Barely able to see the enst. Tre/nest found in 2012 within marking other nest trees in the stand. No nest tree data taken. Tree marke",0.078,0.039,0203,Black Hills National Forest,03,2024-11-06,4ad443be-4613-4f10-bf73-90b67e6c3571,4ad443be-4613-4f10-bf73-90b67e6c3571,NA,3.52907649565e-8,6.91699230166e-4,59,60.91999816894531,E,"Ponderosa Pine Forest, Woodland and Savanna",1365,2.0011470317840576,313.69805908203125,6.875,1.375,"c(-590007.030413026, 2373233.16086865)"
410026,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2022-05-10,Exact,Forest Service,COHA - R02F03D06T14f - Victoria Gulch 5,Victoria Gulch,Natural,Direct,"WATSON, EVAN (Experienced), ELIASON, JENNIFER (Experienced)",2022-05-10,2022-05-10,Exact,NA,Inactive,Usable,Reproducing,1,0,0,0,10,Point,"located in old growth, opened stand
nest in excellent condition in live mid-slope Pinpon;
Nest Height: 45.7 ft
Nest Aspect:140 degrees
Tree Height: 53 ft
Tree DBH: 12.5 in
Site Slope: 26%
Site Aspect: 153 degrees
stand is 4B 2-story Pinpon;
Mature Canopy",0.078,0.039,0203,Black Hills National Forest,03,2022-10-04,B8ADAC2C-1CB4-4DD6-A9BB-13562AE9E6CB,B8ADAC2C-1CB4-4DD6-A9BB-13562AE9E6CB,NA,3.52159939735e-8,6.90729718706e-4,52,47.720001220703125,D,"Ponderosa Pine Forest, Woodland and Savanna",1299,2.5750348567962646,65.67442321777344,16.25,15.5,"c(-589349.315825836, 2358951.38005962)"
410118,Raptor Nest,Biological,Nest,CURRENT,Sharp-shinned Hawk,Accipiter striatus,Species,Birds,2018-07-30,Exact,Forest Service,SHHA - R02F03D06T39e - Grand Vista 5,USC Marble,Natural,Direct,"WATSON, EVAN (Experienced)",2018-07-30,2018-07-30,Exact,NA,Active,Usable,Reproducing,1,0,1,0,10,Point,"Need to come back to collect data, agressive adult.  In Spruce tree.",0.078,0.039,0203,Black Hills National Forest,03,2022-10-04,937ec1bc-539b-4ad9-99dd-6c5b1694dd95,937ec1bc-539b-4ad9-99dd-6c5b1694dd95,NA,3.51466095685e-8,6.89829394061e-4,60,60.279998779296875,E,Spruce-Fir Forest and Woodland,2033,15.092851638793945,5.734327793121338,49.125,-14.875,"c(-620566.602101279, 2348134.91217796)"
410128,Raptor Nest,Biological,Nest,CURRENT,Sharp-shinned Hawk,Accipiter striatus,Species,Birds,2018-07-05,Exact,Forest Service,SHHA - R02F03D06T37f - Slate Creek Dam 3,Skull Gulch,Natural,Direct,"(MIGRATED), FS CONTRACTOR (Experienced)",2018-07-05,2018-07-05,Exact,NA,Inactive,Usable,Reproducing,1,0,0,0,0,Point,"Sagebrush Advisors
Redfern Skull Task Order
Site ID=BKF06-18RS005A3",0.078,0.039,0203,Black Hills National Forest,03,2022-10-04,e8a9c26e-44a4-495f-9639-3a8d9033b6b9,e8a9c26e-44a4-495f-9639-3a8d9033b6b9,NA,3.52283528295e-8,6.90889990332e-4,65,53.52000045776367,E,"Ponderosa Pine Forest, Woodland and Savanna",1626,4.017172813415527,2.2906100749969482,11.5,2.75,"c(-608678.894607447, 2362827.8176028)"
410131,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2020-05-28,Exact,Forest Service,COHA - R02F03D06T22c  - Boulder Mine 1,Boulder Hill,Natural,Direct,"WRIGHT, JOHN ALEXANDER (Limited Experience)",2022-09-08,2022-09-08,Exact,NA,Inactive,Usable,Reproducing,2,0,0,0,10,Point,Nest in PIPO in drainage. Canopy cover 60%. Survey ID# BKF06-20HH028-A,0.078,0.039,0203,Black Hills National Forest,03,2022-10-04,ea328be8-622b-47a9-8ae7-d401264faa9f,ea328be8-622b-47a9-8ae7-d401264faa9f,NA,3.51931149965e-8,6.90433060283e-4,66,58.279998779296875,E,"Ponderosa Pine Forest, Woodland and Savanna",1350,7.77586555480957,97.79698944091797,27.5,-16.25,"c(-590360.947855255, 2354646.08431367)"
410219,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2021-07-12,Exact,Forest Service,COHA - R02F03D06T19c - Rockerville 3,Rockerville,Natural,Direct,"WATSON, EVAN (Experienced)",2024-07-30,2024-07-30,Exact,NA,Inactive,Usable,Reproducing,2,0,0,0,0,Point,"Small group of pine saplings and oak in a thinned stand to ~50BA/A.  No indications of recent use.
Tree Height=58ft
Nest Height=31ft
DBH=12.4""
Site Aspect=11*
Nest Aspect=93*
% Slope=2
Wind=1.4AVG, 4.5MAX MPH
RH=27%
82*F 
4A 30% canopy cover two story st",0.078,0.039,0203,Black Hills National Forest,03,2024-10-25,a17b0b6b-e94a-49b2-baa7-f84647ace44f,a17b0b6b-e94a-49b2-baa7-f84647ace44f,NA,3.51755461185e-8,6.90205242052e-4,38,27.360000610351563,C,"Ponderosa Pine Forest, Woodland and Savanna",1377,3.8437554836273193,80.3802719116211,15.625,-15.625,"c(-588259.386922458, 2351120.3612084)"
410312,Raptor Nest,Biological,Nest,CURRENT,Sharp-shinned Hawk,Accipiter striatus,Species,Birds,2018-07-06,Exact,Forest Service,SHHA - R02F03D06T37k - California Gulch 5,Skull Gulch,Natural,Direct,"(MIGRATED), FS CONTRACTOR (Experienced)",2018-07-06,2018-07-06,Exact,NA,Inactive,Usable,Reproducing,1,0,0,0,0,Point,"Sagebrush Advisors
Redfern Skull Task Order
Site ID=BKF06-18RS009A5",0.078,0.039,0203,Black Hills National Forest,03,2022-10-04,a8b726ec-7150-425d-830c-63f9f60b042a,a8b726ec-7150-425d-830c-63f9f60b042a,NA,3.5218753844e-8,6.90765797556e-4,58,47.52000045776367,D,"Ponderosa Pine Forest, Woodland and Savanna",1694,3.6119539737701416,321.4993591308594,11,-0.75,"c(-607242.880492876, 2360889.73942429)"
410318,Raptor Nest,Biological,Nest,CURRENT,Sharp-shinned Hawk,Accipiter striatus,Species,Birds,2018-06-23,Exact,Forest Service,SHHA - R02F03D06T37b - Skull Gulch 2,Skull Gulch,Natural,Direct,"(MIGRATED), FS CONTRACTOR (Experienced)",2018-06-23,2018-06-23,Exact,NA,Inactive,Usable,Reproducing,1,0,1,0,0,Point,"Sagebrush Advisors
Redfern Skull Task Order
Site ID=BKF06-18RS001A2",0.078,0.039,0203,Black Hills National Forest,03,2022-10-04,efa92a19-d5bb-4bd6-bdbe-811fc7588676,efa92a19-d5bb-4bd6-bdbe-811fc7588676,NA,3.5224488843e-8,6.9083983582e-4,66,54.15999984741211,E,"Ponderosa Pine Forest, Woodland and Savanna",1636,2.701721429824829,32.36663818359375,19.875,-19.875,"c(-607856.285229237, 2362024.77328588)"
410414,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2019-07-01,Exact,Forest Service,COHA - R02F03D06T51a - Marshall 1,Lena Gulch,Natural,Direct,"MCENROE, MARGARET KELLY (Limited Experience), PITZ, ANDREA JEAN (No Experience), WRIGHT, JOHN ALEXANDER (No Experience)",2020-08-10,2020-08-10,Exact,NA,Inactive,Usable,Reproducing,2,0,1,0,10,Point,Lena Gulch Survey BKF06-19LG040B1. Nest in excellent condition in live mid-slope Pinpon. Nest is 45 ft high in a 60 ft tall tree. Nest aspect is 312 degrees. Tree DBH is 9.8 inches. Site aspect is 312 degrees and slope is 20%. Nest stand is single-story,0.078,0.039,0203,Black Hills National Forest,03,2022-10-04,b1561712-b71f-49d3-9aee-804c239c34f9,b1561712-b71f-49d3-9aee-804c239c34f9,NA,3.51932680025e-8,6.90435160973e-4,50,41.52000045776367,D,"Ponderosa Pine Forest, Woodland and Savanna",1695,4.828614234924316,85.42607879638672,14.75,3.5,"c(-605125.296792037, 2355848.38008445)"
410415,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2020-08-09,Exact,Forest Service,COHA - R02F03D06T55b - Horse Creek 2,Horse Creek,Natural,Direct,"EDDY, BEN (Experienced)",2020-08-09,2020-08-09,Exact,NA,Active,Usable,Reproducing,1,0,1,0,10,Point,Found by Sagebrush Advisors in the Horse Creek task order survey. Site #BKF0620HC074A-1. Nest in good condition. White-wash below nest. Adult and juvenile heard from nest site. May be a failed nest?? Nest is made of entirely grass. Usnea present. Immedia,0.078,0.039,0203,Black Hills National Forest,03,2022-10-04,b28b381c-cb39-4722-ad7b-17ffa6804c44,b28b381c-cb39-4722-ad7b-17ffa6804c44,NA,3.52157327545e-8,6.90726125981e-4,57,50.720001220703125,D,"Ponderosa Pine Forest, Woodland and Savanna",1608,6.1280927658081055,138.39134216308594,22.625,7.125,"c(-601005.3410547, 2359811.79322407)"
410595,Raptor Nest,Biological,Nest,CURRENT,Cooper's Hawk,Accipiter cooperii,Species,Birds,2016-08-01,Exact,Forest Service,COHA - R02F03D06T30a - Nipple Butte 1,Nipple Butte,Natural,Direct,"WILDLIFE, CREW (Limited Experience)",2020-07-08,2020-07-08,Exact,NA,Inactive,Usable,Reproducing,3,0,1,0,10,Point,"fair condition, adults present but status unknown, alot of whitewash, alot of down in nest and some on ground near tree, sticks at base of tree
NSD: PINPON, Understory=JUNCOM, POA sp, CC=10-40%, HSS=4B adjacent to 3C, two stand story, MPB%=75, side slope",0.078,0.039,0203,Black Hills National Forest,03,2022-10-04,4505ee5c-3016-4eed-ace3-f9f1c8c2bd28,4505ee5c-3016-4eed-ace3-f9f1c8c2bd28,NA,3.5241177605e-8,6.91056160404e-4,49,40.47999954223633,D,"Ponderosa Pine Forest, Woodland and Savanna",2020,8.470240592956543,174.3753662109375,25,5.5,"c(-625656.870958281, 2366663.05428656)"
